origin,orig_region,destination,dest_region,"1990","1995","2000","2005","2010","2015","2020",1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2,dest_subregion,orig_subregion
Mexico,Latin America and the Caribbean,El Salvador,Latin America and the Caribbean,2457,1948,1438,1541,1644,1714,1742,1095,871,647,700,753,786,799,1362,1077,791,841,891,928,943,Central America,Central America
Mexico,Latin America and the Caribbean,Cayman Islands,Latin America and the Caribbean,12,24,42,38,38,40,43,6,11,20,18,18,20,22,6,13,22,20,20,20,21,Caribbean,Central America
Mexico,Latin America and the Caribbean,Honduras,Latin America and the Caribbean,795,980,1164,1140,1116,1567,1602,409,486,562,557,553,779,797,386,494,602,583,563,788,805,Central America,Central America
Mexico,Latin America and the Caribbean,Antigua and Barbuda,Latin America and the Caribbean,3,4,4,5,5,5,4,1,2,2,3,3,3,3,2,2,2,2,2,2,1,Caribbean,Central America
Mexico,Latin America and the Caribbean,Haiti,Latin America and the Caribbean,306,290,275,261,274,287,299,131,124,118,112,118,124,130,175,166,157,149,156,163,169,Caribbean,Central America
Mexico,Latin America and the Caribbean,Saint Lucia,Latin America and the Caribbean,4,5,8,14,19,18,16,0,0,1,2,2,2,2,4,5,7,12,17,16,14,Caribbean,Central America
Mexico,Latin America and the Caribbean,Cuba,Latin America and the Caribbean,889,674,440,331,237,161,106,445,323,194,148,108,73,47,444,351,246,183,129,88,59,Caribbean,Central America
Mexico,Latin America and the Caribbean,"Bonaire, Sint Eustatius and Saba",Latin America and the Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caribbean,Central America
Chile,Latin America and the Caribbean,Colombia,Latin America and the Caribbean,1859,1810,1761,1604,2344,3388,4732,874,892,910,872,1309,1942,2752,985,918,851,732,1035,1446,1980,South America,South America
Chile,Latin America and the Caribbean,Peru,Latin America and the Caribbean,4479,4483,5239,6155,7564,9437,17615,2090,2063,2424,2869,3735,4983,9339,2389,2420,2815,3286,3829,4454,8276,South America,South America
Chile,Latin America and the Caribbean,Venezuela,Latin America and the Caribbean,22198,18675,15733,15347,15123,15263,14390,11600,9742,8183,8008,7923,7894,7334,10598,8933,7550,7339,7200,7369,7056,South America,South America
Chile,Latin America and the Caribbean,Argentina,Latin America and the Caribbean,223528,214736,205945,195338,184687,213119,215198,117266,108853,100442,92817,85183,98228,99908,106262,105883,105503,102521,99504,114891,115290,South America,South America
Chile,Latin America and the Caribbean,Dominican Republic,Latin America and the Caribbean,1891,2101,2310,1458,603,633,661,1237,1357,1476,906,335,353,369,654,744,834,552,268,280,292,Caribbean,South America
Chile,Latin America and the Caribbean,Ecuador,Latin America and the Caribbean,5302,5002,4702,5625,8959,11341,11859,2850,2711,2572,3131,4884,6148,7047,2452,2291,2130,2494,4075,5193,4812,South America,South America
Chile,Latin America and the Caribbean,Costa Rica,Latin America and the Caribbean,1490,1127,1327,870,1715,1739,2086,757,586,686,444,878,885,1113,733,541,641,426,837,854,973,Central America,South America
Chile,Latin America and the Caribbean,Brazil,Latin America and the Caribbean,22243,19708,17172,16352,15300,18036,19596,12936,11601,10266,9780,9147,10731,11859,9307,8107,6906,6572,6153,7305,7737,South America,South America
Chile,Latin America and the Caribbean,Panama,Latin America and the Caribbean,998,997,1060,1184,1549,1813,2178,504,506,538,614,826,965,1198,494,491,522,570,723,848,980,Central America,South America
Chile,Latin America and the Caribbean,Paraguay,Latin America and the Caribbean,2460,2425,2382,2269,2161,2109,2283,1366,1389,1401,1335,1270,1239,1344,1094,1036,981,934,891,870,939,South America,South America
